day,blocks_count,difficulty_median,blockreward_sum,blockreward_median,size_total_sum,size_total_median,size_stripped_median,size_witness_median,weight_median,tx_count_total_median,tx_count_segwit_median,tx_count_nonsegwit_median,tx_count_total_sum,tx_count_segwit_sum,tx_count_nonsegwit_sum,tx_fee_total_median,tx_fee_mean_median,tx_fee_percentile_10_median,tx_fee_percentile_50_median,tx_fee_percentile_90_median,tx_fee_total_sum,tx_size_mean_median,tx_size_percentile_10_median,tx_size_percentile_50_median,tx_size_percentile_90_median,tx_vsize_mean_median,tx_vsize_percentile_10_median,tx_vsize_percentile_50_median,tx_vsize_percentile_90_median,tx_input_count_total_median,tx_input_count_mean_median,tx_input_count_percentile_10_median,tx_input_count_percentile_50_median,tx_input_count_percentile_90_median,tx_input_count_total_sum,tx_output_count_total_median,tx_output_count_mean_median,tx_output_count_percentile_10_median,tx_output_count_percentile_50_median,tx_output_count_percentile_90_median,tx_output_count_total_sum,tx_input_value_total_median,tx_input_value_mean_median,tx_input_value_percentile_10_median,tx_input_value_percentile_50_median,tx_input_value_percentile_90_median,tx_input_value_total_sum,tx_output_value_total_median,tx_output_value_mean_median,tx_output_value_percentile_10_median,tx_output_value_percentile_50_median,tx_output_value_percentile_90_median,tx_output_value_total_sum,price_btc,marketcap_total,marketcap_btc,volume_total,volume_btc,crypto_currencies,crypto_markets,crypto_exchanges,totalbytesrecv,totalbytessent,version,uptime,peersin,peersout,mempool_tx,mempool_bytes,mempool_usage,mempool_max,mempool_minfee,nodes_total,nodes_with_channels,nodes_without_channels,channels_total,channels_unique,channels_duplicate,capacity_total,density,cut_nodes,cut_channels,channel_capacity_percentile_10,channel_capacity_percentile_50,channel_capacity_percentile_90,node_capacity_total_percentile_10,node_capacity_total_percentile_50,node_capacity_total_percentile_90,node_channels_total_percentile_10,node_channels_total_percentile_50,node_channels_total_percentile_90,node_eccentricity_mean,node_eccentricity_min,node_eccentricity_max,node_eccentricity_percentile_10,node_eccentricity_percentile_50,node_eccentricity_percentile_90,transitivity,node_clustering_mean,node_clustering_percentile_10,node_clustering_percentile_50,node_clustering_percentile_90
2010-01-20,158,1.305,7900.00000000,50.00000000,34041,215,215,0,860,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-21,175,1.305,8750.00000000,50.00000000,41164,216,216,0,864,0,0,0,9,0,9,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,234,234,234,234,234,234,234,234,5,1,1,1,1,18,1,1,1,1,1,15,200.00000000,50.00000000,50.00000000,50.00000000,50.00000000,688.29000000,200.00000000,50.00000000,50.00000000,50.00000000,50.00000000,688.29000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-22,133,1.305,6650.00000000,50.00000000,29448,216,216,0,864,0,0,0,3,0,3,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,273,273,273,273,273,273,273,273,2,2,2,2,2,5,1,1,1,1,1,4,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,250.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,250.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-23,160,1.305,8000.00000000,50.00000000,34954,216,216,0,864,0,0,0,2,0,2,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,230,225,225,235,230,225,225,235,2,1,1,1,1,2,3,2,1,1,2,3,51.00000000,25.50000000,2.00000000,2.00000000,49.00000000,51.00000000,51.00000000,25.50000000,2.00000000,2.00000000,49.00000000,51.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-24,154,1.305,7700.00000000,50.00000000,33371,216,216,0,864,0,0,0,1,0,1,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,157,157,157,157,157,157,157,157,1,1,1,1,1,1,1,1,1,1,1,1,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-25,211,1.305,10550.00000000,50.00000000,53018,216,216,0,864,0,0,0,4,0,4,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,1638,1638,1638,1638,1638,1638,1638,1638,14,14,14,14,14,61,1,1,1,1,1,5,700.00000000,700.00000000,700.00000000,700.00000000,700.00000000,3300.00000000,700.00000000,700.00000000,700.00000000,700.00000000,700.00000000,3300.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-26,195,1.344,9750.00000000,50.00000000,44873,216,216,0,864,0,0,0,6,0,6,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,270,270,270,270,270,270,270,270,2,2,2,2,2,19,2,1,1,1,1,7,100.00000000,100.00000000,99.00000000,99.00000000,100.00000000,873.00000000,100.00000000,100.00000000,99.00000000,99.00000000,100.00000000,873.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-27,164,1.344,8200.00000000,50.00000000,37730,216,216,0,864,0,0,0,2,0,2,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,497,497,497,497,497,497,497,497,4,4,4,4,4,20,1,1,1,1,1,2,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1000.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1000.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-28,177,1.344,8850.00000000,50.00000000,40630,216,216,0,864,0,0,0,2,0,2,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,273,273,273,273,273,273,273,273,2,2,2,2,2,21,1,1,1,1,1,2,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,1050.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,1050.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29,197,1.344,9850.00000000,50.00000000,44872,216,216,0,864,0,0,0,4,0,4,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,728,728,728,728,728,728,728,728,6,6,6,6,6,19,1,1,1,1,1,4,300.00000000,300.00000000,300.00000000,300.00000000,300.00000000,950.00000000,300.00000000,300.00000000,300.00000000,300.00000000,300.00000000,950.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-30,210,1.344,10500.00000000,50.00000000,49434,216,216,0,864,0,0,0,4,0,4,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,954,954,954,954,954,954,954,954,8,8,8,8,8,34,1,1,1,1,1,4,400.00000000,400.00000000,400.00000000,400.00000000,400.00000000,1700.00000000,400.00000000,400.00000000,400.00000000,400.00000000,400.00000000,1700.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-31,165,1.344,8250.00000000,50.00000000,37792,216,216,0,864,0,0,0,2,0,2,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,428,428,428,428,428,428,428,428,3,3,3,3,3,18,1,1,1,1,1,2,350.00000000,350.00000000,350.00000000,350.00000000,350.00000000,1100.00000000,350.00000000,350.00000000,350.00000000,350.00000000,350.00000000,1100.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-01,184,1.344,9200.00000000,50.00000000,43042,216,216,0,864,0,0,0,9,0,9,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,388,388,388,388,388,388,388,388,2,2,2,2,2,20,1,1,1,1,1,12,349.00000000,349.00000000,349.00000000,349.00000000,349.00000000,2600.00000000,349.00000000,349.00000000,349.00000000,349.00000000,349.00000000,2600.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-02,145,1.344,7250.00000000,50.00000000,33664,215,215,0,860,0,0,0,1,0,1,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,2436,2436,2436,2436,2436,2436,2436,2436,21,21,21,21,21,21,1,1,1,1,1,1,1050.00000000,1050.00000000,1050.00000000,1050.00000000,1050.00000000,1050.00000000,1050.00000000,1050.00000000,1050.00000000,1050.00000000,1050.00000000,1050.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-03,270,1.344,13500.00000000,50.00000000,58980,216,216,0,864,0,0,0,2,0,2,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,387,272,272,501,387,272,272,501,6,3,2,2,4,6,2,1,1,1,1,2,300.00000000,150.00000000,100.00000000,100.00000000,200.00000000,300.00000000,300.00000000,150.00000000,100.00000000,100.00000000,200.00000000,300.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-04,229,1.344,11450.00000000,50.00000000,54477,216,216,0,864,0,0,0,5,0,5,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,276,276,276,276,276,276,276,276,2,2,2,2,2,41,1,1,1,1,1,7,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,2049.99000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,2049.99000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-05,223,1.819,11150.00000000,50.00000000,76429,216,216,0,864,0,0,0,4,0,4,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,387,387,387,389,387,387,387,389,4,3,3,3,3,245,2,2,1,1,2,6,199.00000000,150.00000000,150.00000000,150.00000000,150.00000000,12249.00000000,199.00000000,150.00000000,150.00000000,150.00000000,150.00000000,12249.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-06,192,1.819,9600.00000000,50.00000000,45539,216,216,0,864,0,0,0,14,0,14,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,273,273,273,273,273,273,273,273,12,2,2,2,2,30,1,1,1,1,1,14,800.00000000,100.00000000,100.00000000,100.00000000,100.00000000,2100.00000000,800.00000000,100.00000000,100.00000000,100.00000000,100.00000000,2100.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-07,217,1.819,10850.00000000,50.00000000,48368,216,216,0,864,0,0,0,5,0,5,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,233,233,233,233,233,233,233,233,1,1,1,1,1,10,1,1,1,1,1,7,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,499.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,499.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-08,200,1.819,10000.00000000,50.00000000,58162,216,216,0,864,0,0,0,8,0,8,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,404,235,235,404,404,235,235,404,2,2,1,1,2,125,1,1,1,1,1,9,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,6703.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,6703.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-09,207,1.819,10350.00000000,50.00000000,92495,216,216,0,864,0,0,0,3,0,3,0E-8,0E-8,0E-8,0E-8,0E-8,0.44000000,3916,3916,3916,3916,3916,3916,3916,3916,34,34,34,34,34,418,1,1,1,1,1,4,1700.00000000,1700.00000000,1700.00000000,1700.00000000,1700.00000000,20900.00000000,1700.00000000,1700.00000000,1700.00000000,1700.00000000,1700.00000000,20899.56000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-10,168,1.819,8400.00000000,50.00000000,105603,216,216,0,864,0,0,0,5,0,5,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,612,612,612,612,612,612,612,612,5,5,5,5,5,606,1,1,1,1,1,5,250.00000000,250.00000000,250.00000000,250.00000000,250.00000000,30300.00000000,250.00000000,250.00000000,250.00000000,250.00000000,250.00000000,30300.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-11,169,1.819,8450.00000000,50.00000000,45084,216,216,0,864,0,0,0,5,0,5,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,273,273,273,273,273,273,273,273,2,2,2,2,2,74,1,1,1,1,1,5,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,3700.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,3700.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-12,183,1.819,9150.00000000,50.00000000,46845,216,216,0,864,0,0,0,5,0,5,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,2603,2603,2603,2603,2603,2603,2603,2603,14,14,14,14,14,53,2,1,1,1,1,6,1900.00000000,1900.00000000,1900.00000000,1900.00000000,1900.00000000,7650.00000000,1900.00000000,1900.00000000,1900.00000000,1900.00000000,1900.00000000,7650.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-13,232,1.819,11600.00000000,50.00000000,60026,216,216,0,864,0,0,0,3,0,3,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,615,158,158,1071,615,158,158,1071,10,5,1,1,9,85,2,1,1,1,1,4,499.00000000,249.50000000,49.00000000,49.00000000,450.00000000,6199.00000000,499.00000000,249.50000000,49.00000000,49.00000000,450.00000000,6199.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-14,208,1.819,10400.00000000,50.00000000,52586,216,216,0,864,0,0,0,11,0,11,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,235,235,235,235,235,235,235,235,1,1,1,1,1,58,1,1,1,1,1,13,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,19624.51000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,19624.51000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-15,176,2.528,8800.00000000,50.00000000,49069,216,216,0,864,0,0,0,9,0,9,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,330,275,275,384,330,275,275,384,4,2,2,2,3,91,2,2,1,1,2,13,199.98000000,100.00000000,100.00000000,100.00000000,150.00000000,4549.98000000,199.98000000,100.00000000,100.00000000,100.00000000,150.00000000,4549.98000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-16,195,2.528,9750.00000000,50.00000000,44364,216,216,0,864,0,0,0,6,0,6,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,234,234,234,234,234,234,234,234,1,1,1,1,1,16,1,1,1,1,1,8,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,763.37000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,763.37000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-17,239,2.528,11950.00000000,50.00000000,55935,216,216,0,864,0,0,0,11,0,11,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,301,300,301,301,301,300,301,301,2,1,1,1,1,28,2,1,1,1,1,14,5262.74000000,5262.74000000,200.00000000,5262.74000000,5262.74000000,58722.50000000,5262.74000000,5262.74000000,200.00000000,5262.74000000,5262.74000000,58722.50000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-18,208,2.528,10400.00000000,50.00000000,51872,216,216,0,864,0,0,0,7,0,7,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,613,613,613,613,613,613,613,613,5,5,5,5,5,58,1,1,1,1,1,8,250.00000000,250.00000000,250.00000000,250.00000000,250.00000000,2899.00000000,250.00000000,250.00000000,250.00000000,250.00000000,250.00000000,2899.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-19,192,2.528,9600.00000000,50.00000000,42286,216,216,0,864,0,0,0,3,0,3,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,235,235,235,235,235,235,235,235,1,1,1,1,1,4,2,2,2,2,2,5,49.98000000,49.98000000,49.98000000,49.98000000,49.98000000,100.01000000,49.98000000,49.98000000,49.98000000,49.98000000,49.98000000,100.01000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-20,208,2.528,10400.00000000,50.00000000,46462,216,216,0,864,0,0,0,2,0,2,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,199,199,199,199,199,199,199,199,1,1,1,1,1,13,1,1,1,1,1,2,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,650.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,650.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-21,223,2.528,11150.00000000,50.00000000,62716,216,216,0,864,0,0,0,4,0,4,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,1715,1715,1715,1715,1715,1715,1715,1715,14,14,14,14,14,126,1,1,1,1,1,5,666.83000000,666.83000000,666.83000000,666.83000000,666.83000000,6266.83000000,666.83000000,666.83000000,666.83000000,666.83000000,666.83000000,6266.83000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-22,260,2.528,13000.00000000,50.00000000,86861,216,216,0,864,0,0,0,5,0,5,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,3514,1293,1293,5734,3514,1293,1293,5734,61,31,11,11,50,267,2,1,1,1,1,6,3050.00000000,1525.00000000,550.00000000,550.00000000,2500.00000000,14300.00000000,3050.00000000,1525.00000000,550.00000000,550.00000000,2500.00000000,14300.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-23,250,2.528,12500.00000000,50.00000000,54083,216,216,0,864,0,0,0,1,0,1,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,158,158,158,158,158,158,158,158,1,1,1,1,1,1,1,1,1,1,1,1,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-24,171,3.781,8550.00000000,50.00000000,49423,216,216,0,864,0,0,0,6,0,6,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,844,844,844,844,844,844,844,844,7,7,7,7,7,107,1,1,1,1,1,6,350.00000000,350.00000000,350.00000000,350.00000000,350.00000000,5300.00000000,350.00000000,350.00000000,350.00000000,350.00000000,350.00000000,5300.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-25,154,3.781,7700.00000000,50.00000000,49725,216,216,0,864,0,0,0,4,0,4,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,6835,6835,6835,6835,6835,6835,6835,6835,59,59,59,59,59,143,1,1,1,1,1,4,3500.00000000,3500.00000000,3500.00000000,3500.00000000,3500.00000000,10600.00000000,3500.00000000,3500.00000000,3500.00000000,3500.00000000,3500.00000000,10600.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-26,172,3.781,8600.00000000,50.00000000,39763,216,216,0,864,0,0,0,4,0,4,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,499,299,299,499,499,299,299,499,4,4,1,1,4,20,2,2,1,1,2,6,749.00000000,374.50000000,200.00000000,200.00000000,699.00000000,10949.00000000,749.00000000,374.50000000,200.00000000,200.00000000,699.00000000,10949.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-27,172,3.781,8600.00000000,50.00000000,38430,216,216,0,864,0,0,0,3,0,3,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,501,501,501,501,501,501,501,501,4,4,4,4,4,10,1,1,1,1,1,3,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,451.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,451.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,156,3.781,7800.00000000,50.00000000,45928,216,216,0,864,0,0,0,3,0,3,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,157,157,157,157,157,157,157,157,1,1,1,1,1,106,1,1,1,1,1,4,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,5299.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,5299.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-01,195,3.781,9750.00000000,50.00000000,45897,216,216,0,864,0,0,0,4,0,4,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,726,726,726,726,726,726,726,726,6,6,6,6,6,32,1,1,1,1,1,4,300.00000000,300.00000000,300.00000000,300.00000000,300.00000000,1600.00000000,300.00000000,300.00000000,300.00000000,300.00000000,300.00000000,1600.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-02,188,3.781,9400.00000000,50.00000000,45380,216,216,0,864,0,0,0,5,0,5,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,842,842,842,842,842,842,842,842,7,7,7,7,7,40,1,1,1,1,1,5,350.00000000,350.00000000,350.00000000,350.00000000,350.00000000,2000.00000000,350.00000000,350.00000000,350.00000000,350.00000000,350.00000000,2000.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-03,152,3.781,7600.00000000,50.00000000,47125,216,216,0,864,0,0,0,6,0,6,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,271,271,271,271,271,271,271,271,2,2,2,2,2,116,1,1,1,1,1,6,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,10200.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,10200.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-04,185,3.781,9250.00000000,50.00000000,84188,216,216,0,864,0,0,0,3,0,3,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,727,727,727,727,727,727,727,727,6,6,6,6,6,387,1,1,1,1,1,3,300.00000000,300.00000000,300.00000000,300.00000000,300.00000000,19350.00000000,300.00000000,300.00000000,300.00000000,300.00000000,300.00000000,19350.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-05,171,3.781,8550.00000000,50.00000000,37276,216,216,0,864,0,0,0,2,0,2,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,159,159,159,159,159,159,159,159,1,1,1,1,1,2,1,1,1,1,1,2,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,150.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,150.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-06,177,3.781,8850.00000000,50.00000000,49316,216,216,0,864,0,0,0,6,0,6,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,611,611,611,611,611,611,611,611,5,5,5,5,5,93,2,1,1,1,1,7,250.00000000,250.00000000,250.00000000,250.00000000,250.00000000,23747.39000000,250.00000000,250.00000000,250.00000000,250.00000000,250.00000000,23747.39000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-07,179,3.781,8950.00000000,50.00000000,52034,216,216,0,864,0,0,0,4,0,4,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,3122,3122,3122,3122,3122,3122,3122,3122,27,27,27,27,27,115,2,1,1,1,1,5,1350.00000000,1350.00000000,1350.00000000,1350.00000000,1350.00000000,7500.00000000,1350.00000000,1350.00000000,1350.00000000,1350.00000000,1350.00000000,7500.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-08,125,4.531,6250.00000000,50.00000000,47962,216,216,0,864,0,0,0,5,0,5,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,804,804,804,804,804,804,804,804,6,6,6,6,6,181,1,1,1,1,1,7,300.00000000,300.00000000,300.00000000,300.00000000,300.00000000,9045.18000000,300.00000000,300.00000000,300.00000000,300.00000000,300.00000000,9045.18000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-09,146,4.531,7300.00000000,50.00000000,40800,216,216,0,864,0,0,0,2,0,2,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,158,158,158,158,158,158,158,158,1,1,1,1,1,81,1,1,1,1,1,2,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,4050.00000000,50.00000000,50.00000000,50.00000000,50.00000000,50.00000000,4050.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-10,162,4.531,8100.00000000,50.00000000,40431,216,216,0,864,0,0,0,7,0,7,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,445,233,234,909,445,233,234,909,9,3,1,1,7,42,1,1,1,1,1,10,449.99000000,149.99666667,100.00000000,100.00000000,349.99000000,2599.99000000,449.99000000,149.99666667,100.00000000,100.00000000,349.99000000,2599.99000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-11,133,4.531,6650.00000000,50.00000000,36102,216,216,0,864,0,0,0,3,0,3,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,2327,2327,2327,2327,2327,2327,2327,2327,20,20,20,20,20,64,1,1,1,1,1,3,1000.00000000,1000.00000000,1000.00000000,1000.00000000,1000.00000000,3200.00000000,1000.00000000,1000.00000000,1000.00000000,1000.00000000,1000.00000000,3200.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-12,121,4.531,6050.00000000,50.00000000,26967,216,216,0,864,0,0,0,2,0,2,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,273,273,273,273,273,273,273,273,2,2,2,2,2,7,1,1,1,1,1,2,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,350.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,350.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-13,153,4.531,7650.00000000,50.00000000,37138,216,216,0,864,0,0,0,1,0,1,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,4146,4146,4146,4146,4146,4146,4146,4146,36,36,36,36,36,36,1,1,1,1,1,1,1800.00000000,1800.00000000,1800.00000000,1800.00000000,1800.00000000,1800.00000000,1800.00000000,1800.00000000,1800.00000000,1800.00000000,1800.00000000,1800.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
